"Area" "Item" "Year" "yield" "rain" "pest" "temp"
"2520" "Botswana" "Wheat" 2004 12692 416 17 19.41
"2521" "Botswana" "Maize" 2005 2297 416 17 20.42
"2522" "Botswana" "Sorghum" 2005 18316 416 17 20.42
"2523" "Botswana" "Wheat" 2005 11614 416 17 20.42
"2524" "Botswana" "Maize" 2006 2511 416 17 18.97
"2525" "Botswana" "Sorghum" 2006 5024 416 17 18.97
"2526" "Botswana" "Wheat" 2006 10452 416 17 18.97
"2527" "Botswana" "Maize" 2007 1219 416 17 19.71
"2528" "Botswana" "Sorghum" 2007 9979 416 17 19.71
"2529" "Botswana" "Wheat" 2007 9000 416 17 19.71
"2530" "Botswana" "Maize" 2008 1844 416 17 19.63
"2531" "Botswana" "Sorghum" 2008 5507 416 17 19.63
"2532" "Botswana" "Wheat" 2008 8000 416 17 19.63
"2533" "Botswana" "Maize" 2009 2429 416 17 19.25
"2534" "Botswana" "Sorghum" 2009 5042 416 17 19.25
"2535" "Botswana" "Maize" 2010 1617 416 17 19.98
"2536" "Botswana" "Sorghum" 2010 5701 416 17 19.98
"2537" "Botswana" "Maize" 2011 3473 416 17 19.19
"2538" "Botswana" "Sorghum" 2011 6690 416 17 19.19
"2539" "Botswana" "Maize" 2012 1370 416 17 19.83
"2540" "Botswana" "Sorghum" 2012 6779 416 17 19.83
"2541" "Botswana" "Maize" 2013 849 416 17 18.69
"2542" "Botswana" "Sorghum" 2013 3168 416 17 18.69
"2543" "Brazil" "Cassava" 1990 125529 1761 49695 21.88
"2554" "Brazil" "Maize" 1990 18735 1761 49695 21.88
"2565" "Brazil" "Potatoes" 1990 141084 1761 49695 21.88
"2576" "Brazil" "Rice, paddy" 1990 18803 1761 49695 21.88
"2587" "Brazil" "Sorghum" 1990 17150 1761 49695 21.88
"2598" "Brazil" "Soybeans" 1990 17322 1761 49695 21.88
"2609" "Brazil" "Sweet potatoes" 1990 101661 1761 49695 21.88
"2620" "Brazil" "Wheat" 1990 11540 1761 49695 21.88
"2631" "Brazil" "Yams" 1990 91489 1761 49695 21.88
"2642" "Brazil" "Cassava" 1991 126164 1761 58349.44 21.43
"2653" "Brazil" "Maize" 1991 18084 1761 58349.44 21.43
"2664" "Brazil" "Potatoes" 1991 140264 1761 58349.44 21.43
"2675" "Brazil" "Rice, paddy" 1991 23020 1761 58349.44 21.43
"2686" "Brazil" "Sorghum" 1991 14834 1761 58349.44 21.43
"2697" "Brazil" "Soybeans" 1991 15533 1761 58349.44 21.43
"2708" "Brazil" "Sweet potatoes" 1991 101504 1761 58349.44 21.43
"2719" "Brazil" "Wheat" 1991 14232 1761 58349.44 21.43
"2730" "Brazil" "Yams" 1991 91353 1761 58349.44 21.43
"2741" "Brazil" "Cassava" 1992 120019 1761 67003.89 21.35
"2752" "Brazil" "Maize" 1992 22828 1761 67003.89 21.35
"2763" "Brazil" "Potatoes" 1992 140432 1761 67003.89 21.35
"2774" "Brazil" "Rice, paddy" 1992 21349 1761 67003.89 21.35
"2785" "Brazil" "Sorghum" 1992 17190 1761 67003.89 21.35
"2796" "Brazil" "Soybeans" 1992 20352 1761 67003.89 21.35
"2807" "Brazil" "Sweet potatoes" 1992 104452 1761 67003.89 21.35
"2818" "Brazil" "Wheat" 1992 14295 1761 67003.89 21.35
"2829" "Brazil" "Yams" 1992 91413 1761 67003.89 21.35
"2840" "Brazil" "Cassava" 1993 120628 1761 75658.33 21.94
"2851" "Brazil" "Maize" 1993 25321 1761 75658.33 21.94
"2862" "Brazil" "Potatoes" 1993 146090 1761 75658.33 21.94
"2873" "Brazil" "Rice, paddy" 1993 22912 1761 75658.33 21.94
"2884" "Brazil" "Sorghum" 1993 20167 1761 75658.33 21.94
"2895" "Brazil" "Soybeans" 1993 21241 1761 75658.33 21.94
"2906" "Brazil" "Sweet potatoes" 1993 107920 1761 75658.33 21.94
"2917" "Brazil" "Wheat" 1993 14825 1761 75658.33 21.94
"2928" "Brazil" "Yams" 1993 91471 1761 75658.33 21.94
"2939" "Brazil" "Cassava" 1994 132173 1761 84312.78 21.91
"2950" "Brazil" "Maize" 1994 23629 1761 84312.78 21.91
"2961" "Brazil" "Potatoes" 1994 144802 1761 84312.78 21.91
"2972" "Brazil" "Rice, paddy" 1994 23876 1761 84312.78 21.91
"2983" "Brazil" "Sorghum" 1994 19056 1761 84312.78 21.91
"2994" "Brazil" "Soybeans" 1994 21632 1761 84312.78 21.91
"3005" "Brazil" "Sweet potatoes" 1994 113070 1761 84312.78 21.91
"3016" "Brazil" "Wheat" 1994 15541 1761 84312.78 21.91
"3027" "Brazil" "Yams" 1994 91667 1761 84312.78 21.91
"3038" "Brazil" "Cassava" 1995 130631 1761 92967.22 22.07
"3049" "Brazil" "Maize" 1995 26005 1761 92967.22 22.07
"3060" "Brazil" "Potatoes" 1995 152304 1761 92967.22 22.07
"3071" "Brazil" "Rice, paddy" 1995 25668 1761 92967.22 22.07
"3082" "Brazil" "Sorghum" 1995 17981 1761 92967.22 22.07
"3093" "Brazil" "Soybeans" 1995 21998 1761 92967.22 22.07
"3104" "Brazil" "Sweet potatoes" 1995 110676 1761 92967.22 22.07
"3115" "Brazil" "Wheat" 1995 15420 1761 92967.22 22.07
"3126" "Brazil" "Yams" 1995 91587 1761 92967.22 22.07
"3137" "Brazil" "Cassava" 1996 117588 1761 101621.67 21.56
"3148" "Brazil" "Maize" 1996 24761 1761 101621.67 21.56
"3159" "Brazil" "Potatoes" 1996 146506 1761 101621.67 21.56
"3170" "Brazil" "Rice, paddy" 1996 26578 1761 101621.67 21.56
"3181" "Brazil" "Sorghum" 1996 18118 1761 101621.67 21.56
"3192" "Brazil" "Soybeans" 1996 22493 1761 101621.67 21.56
"3203" "Brazil" "Sweet potatoes" 1996 86415 1761 101621.67 21.56
"3214" "Brazil" "Wheat" 1996 18334 1761 101621.67 21.56
"3225" "Brazil" "Yams" 1996 91837 1761 101621.67 21.56
"3236" "Brazil" "Cassava" 1997 128200 1761 110276.11 21.91
"3247" "Brazil" "Maize" 1997 26228 1761 110276.11 21.91
"3258" "Brazil" "Potatoes" 1997 152748 1761 110276.11 21.91
"3269" "Brazil" "Rice, paddy" 1997 27310 1761 110276.11 21.91
"3280" "Brazil" "Sorghum" 1997 19757 1761 110276.11 21.91
"3291" "Brazil" "Soybeans" 1997 22977 1761 110276.11 21.91
"3302" "Brazil" "Sweet potatoes" 1997 98387 1761 110276.11 21.91
"3313" "Brazil" "Wheat" 1997 16359 1761 110276.11 21.91
"3324" "Brazil" "Yams" 1997 91773 1761 110276.11 21.91
"3335" "Brazil" "Cassava" 1998 123522 1761 118930.56 22.35
"3346" "Brazil" "Maize" 1998 27964 1761 118930.56 22.35
"3357" "Brazil" "Potatoes" 1998 156439 1761 118930.56 22.35
"3368" "Brazil" "Rice, paddy" 1998 25198 1761 118930.56 22.35
"3379" "Brazil" "Sorghum" 1998 17768 1761 118930.56 22.35
"3390" "Brazil" "Soybeans" 1998 23533 1761 118930.56 22.35
"3401" "Brazil" "Sweet potatoes" 1998 103928 1761 118930.56 22.35
"3412" "Brazil" "Wheat" 1998 16111 1761 118930.56 22.35
"3423" "Brazil" "Yams" 1998 91823 1761 118930.56 22.35
"3434" "Brazil" "Cassava" 1999 132795 1761 127585 21.59
"3445" "Brazil" "Maize" 1999 27765 1761 127585 21.59
"3456" "Brazil" "Potatoes" 1999 164604 1761 127585 21.59
"3467" "Brazil" "Rice, paddy" 1999 30708 1761 127585 21.59
"3478" "Brazil" "Sorghum" 1999 15711 1761 127585 21.59
"3489" "Brazil" "Soybeans" 1999 23724 1761 127585 21.59
"3500" "Brazil" "Sweet potatoes" 1999 109463 1761 127585 21.59
"3511" "Brazil" "Wheat" 1999 19699 1761 127585 21.59
"3522" "Brazil" "Yams" 1999 92000 1761 127585 21.59
"3533" "Brazil" "Cassava" 2000 134815 1761 140423 21.69
"3544" "Brazil" "Maize" 2000 27182 1761 140423 21.69
"3555" "Brazil" "Potatoes" 2000 171813 1761 140423 21.69
"3566" "Brazil" "Rice, paddy" 2000 30382 1761 140423 21.69
"3577" "Brazil" "Sorghum" 2000 15013 1761 140423 21.69
"3588" "Brazil" "Soybeans" 2000 24033 1761 140423 21.69
"3599" "Brazil" "Sweet potatoes" 2000 110351 1761 140423 21.69
"3610" "Brazil" "Wheat" 2000 15156 1761 140423 21.69
"3621" "Brazil" "Yams" 2000 91522 1761 140423 21.69
"3632" "Brazil" "Cassava" 2001 135418 1761 151523 22.14
"3643" "Brazil" "Maize" 2001 34019 1761 151523 22.14
"3654" "Brazil" "Potatoes" 2001 184997 1761 151523 22.14
"3665" "Brazil" "Rice, paddy" 2001 32405 1761 151523 22.14
"3676" "Brazil" "Sorghum" 2001 18654 1761 151523 22.14
"3687" "Brazil" "Soybeans" 2001 27105 1761 151523 22.14
"3698" "Brazil" "Sweet potatoes" 2001 113496 1761 151523 22.14
"3709" "Brazil" "Wheat" 2001 19488 1761 151523 22.14
"3720" "Brazil" "Yams" 2001 90385 1761 151523 22.14
"3731" "Brazil" "Cassava" 2002 137949 1761 145552 22.5
"3742" "Brazil" "Maize" 2002 30559 1761 145552 22.5
"3753" "Brazil" "Potatoes" 2002 194038 1761 145552 22.5
"3764" "Brazil" "Rice, paddy" 2002 33246 1761 145552 22.5
"3775" "Brazil" "Sorghum" 2002 18573 1761 145552 22.5
"3786" "Brazil" "Soybeans" 2002 25739 1761 145552 22.5
"3797" "Brazil" "Sweet potatoes" 2002 113463 1761 145552 22.5
"3808" "Brazil" "Wheat" 2002 14754 1761 145552 22.5
"3819" "Brazil" "Yams" 2002 92000 1761 145552 22.5
"3830" "Brazil" "Cassava" 2004 136343 1761 214725 21.59
"3841" "Brazil" "Maize" 2004 33671 1761 214725 21.59
"3852" "Brazil" "Potatoes" 2004 213525 1761 214725 21.59
"3863" "Brazil" "Rice, paddy" 2004 35565 1761 214725 21.59
"3874" "Brazil" "Sorghum" 2004 23187 1761 214725 21.59
"3885" "Brazil" "Soybeans" 2004 23005 1761 214725 21.59
"3896" "Brazil" "Sweet potatoes" 2004 114957 1761 214725 21.59
"3907" "Brazil" "Wheat" 2004 20728 1761 214725 21.59
"3918" "Brazil" "Yams" 2004 92345 1761 214725 21.59
"3929" "Brazil" "Cassava" 2005 136059 1761 232232 22.05
"3940" "Brazil" "Maize" 2005 30403 1761 232232 22.05
"3951" "Brazil" "Potatoes" 2005 220095 1761 232232 22.05
"3962" "Brazil" "Rice, paddy" 2005 33691 1761 232232 22.05
"3973" "Brazil" "Sorghum" 2005 19296 1761 232232 22.05
"3984" "Brazil" "Soybeans" 2005 22303 1761 232232 22.05
"3995" "Brazil" "Sweet potatoes" 2005 113360 1761 232232 22.05
"4006" "Brazil" "Wheat" 2005 19735 1761 232232 22.05
"4017" "Brazil" "Yams" 2005 92462 1761 232232 22.05
"4028" "Brazil" "Cassava" 2006 140463 1761 238716 21.82
"4039" "Brazil" "Maize" 2006 33823 1761 238716 21.82
"4050" "Brazil" "Potatoes" 2006 223802 1761 238716 21.82
"4061" "Brazil" "Rice, paddy" 2006 38798 1761 238716 21.82
"4072" "Brazil" "Sorghum" 2006 22223 1761 238716 21.82
"4083" "Brazil" "Soybeans" 2006 23796 1761 238716 21.82
"4094" "Brazil" "Sweet potatoes" 2006 116902 1761 238716 21.82
"4105" "Brazil" "Wheat" 2006 15927 1761 238716 21.82
"4116" "Brazil" "Yams" 2006 92308 1761 238716 21.82
"4127" "Brazil" "Cassava" 2007 140099 1761 304031 22.19
"4138" "Brazil" "Maize" 2007 37852 1761 304031 22.19
"4149" "Brazil" "Potatoes" 2007 240356 1761 304031 22.19
"4160" "Brazil" "Rice, paddy" 2007 38260 1761 304031 22.19
"4171" "Brazil" "Sorghum" 2007 21731 1761 304031 22.19
"4182" "Brazil" "Soybeans" 2007 28133 1761 304031 22.19
"4193" "Brazil" "Sweet potatoes" 2007 120680 1761 304031 22.19
"4204" "Brazil" "Wheat" 2007 22199 1761 304031 22.19
"4215" "Brazil" "Yams" 2007 92593 1761 304031 22.19
"4226" "Brazil" "Cassava" 2008 141371 1761 312637 21.86
"4237" "Brazil" "Maize" 2008 40800 1761 312637 21.86
"4248" "Brazil" "Potatoes" 2008 253729 1761 312637 21.86
"4259" "Brazil" "Rice, paddy" 2008 42311 1761 312637 21.86
"4270" "Brazil" "Sorghum" 2008 24105 1761 312637 21.86
"4281" "Brazil" "Soybeans" 2008 28162 1761 312637 21.86
"4292" "Brazil" "Sweet potatoes" 2008 120398 1761 312637 21.86
"4303" "Brazil" "Wheat" 2008 25497 1761 312637 21.86
"4314" "Brazil" "Yams" 2008 93753 1761 312637 21.86
"4325" "Brazil" "Cassava" 2009 138613 1761 335742 22.25
"4336" "Brazil" "Maize" 2009 37145 1761 335742 22.25
"4347" "Brazil" "Potatoes" 2009 248299 1761 335742 22.25
"4358" "Brazil" "Rice, paddy" 2009 44049 1761 335742 22.25
"4369" "Brazil" "Sorghum" 2009 23378 1761 335742 22.25
"4380" "Brazil" "Soybeans" 2009 26365 1761 335742 22.25
"4391" "Brazil" "Sweet potatoes" 2009 113035 1761 335742 22.25
"4402" "Brazil" "Wheat" 2009 20802 1761 335742 22.25
"4413" "Brazil" "Yams" 2009 94599 1761 335742 22.25
"4424" "Brazil" "Cassava" 2010 139499 1761 342580 22.12
"4435" "Brazil" "Maize" 2010 43667 1761 342580 22.12
"4446" "Brazil" "Potatoes" 2010 258859 1761 342580 22.12
"4457" "Brazil" "Rice, paddy" 2010 41271 1761 342580 22.12
"4468" "Brazil" "Sorghum" 2010 23172 1761 342580 22.12
"4479" "Brazil" "Soybeans" 2010 29475 1761 342580 22.12
"4490" "Brazil" "Sweet potatoes" 2010 118459 1761 342580 22.12
"4501" "Brazil" "Wheat" 2010 28288 1761 342580 22.12
"4512" "Brazil" "Yams" 2010 95332 1761 342580 22.12
"4523" "Brazil" "Cassava" 2011 146230 1761 345026 21.74
"4534" "Brazil" "Maize" 2011 42107 1761 345026 21.74
"4545" "Brazil" "Potatoes" 2011 262528 1761 345026 21.74
"4556" "Brazil" "Rice, paddy" 2011 48956 1761 345026 21.74
"4567" "Brazil" "Sorghum" 2011 25497 1761 345026 21.74
"4578" "Brazil" "Soybeans" 2011 31214 1761 345026 21.74
"4589" "Brazil" "Sweet potatoes" 2011 124266 1761 345026 21.74
"4600" "Brazil" "Wheat" 2011 26602 1761 345026 21.74
"4611" "Brazil" "Yams" 2011 96414 1761 345026 21.74
"4622" "Brazil" "Cassava" 2012 136118 1761 346583 22.16
"4633" "Brazil" "Maize" 2012 50057 1761 346583 22.16
"4644" "Brazil" "Potatoes" 2012 274457 1761 346583 22.16
"4655" "Brazil" "Rice, paddy" 2012 47860 1761 346583 22.16
"4666" "Brazil" "Sorghum" 2012 29317 1761 346583 22.16
"4677" "Brazil" "Soybeans" 2012 26366 1761 346583 22.16
"4688" "Brazil" "Sweet potatoes" 2012 121926 1761 346583 22.16
"4699" "Brazil" "Wheat" 2012 23100 1761 346583 22.16
"4710" "Brazil" "Yams" 2012 97619 1761 346583 22.16
"4721" "Brazil" "Cassava" 2013 140795 1761 367778 21.59
"4732" "Brazil" "Maize" 2013 52536 1761 367778 21.59
"4743" "Brazil" "Potatoes" 2013 277517 1761 367778 21.59
"4754" "Brazil" "Rice, paddy" 2013 50071 1761 367778 21.59
"4765" "Brazil" "Sorghum" 2013 26817 1761 367778 21.59
"4776" "Brazil" "Soybeans" 2013 29285 1761 367778 21.59
"4787" "Brazil" "Sweet potatoes" 2013 130913 1761 367778 21.59
"4798" "Brazil" "Wheat" 2013 27491 1761 367778 21.59
"4809" "Brazil" "Yams" 2013 96078 1761 367778 21.59
"4820" "Bulgaria" "Maize" 1990 28771 608 3906 9.51
"4821" "Bulgaria" "Potatoes" 1990 104986 608 3906 9.51
"4822" "Bulgaria" "Rice, paddy" 1990 23785 608 3906 9.51
"4823" "Bulgaria" "Sorghum" 1990 17778 608 3906 9.51
"4824" "Bulgaria" "Soybeans" 1990 8830 608 3906 9.51
"4825" "Bulgaria" "Wheat" 1990 45514 608 3906 9.51
"4826" "Bulgaria" "Maize" 1991 49551 608 3906 8.14
"4827" "Bulgaria" "Potatoes" 1991 117017 608 3906 8.14
"4828" "Bulgaria" "Rice, paddy" 1991 25397 608 3906 8.14
"4829" "Bulgaria" "Sorghum" 1991 17897 608 3906 8.14
"4830" "Bulgaria" "Soybeans" 1991 18800 608 3906 8.14
"4831" "Bulgaria" "Wheat" 1991 37480 608 3906 8.14
"4832" "Bulgaria" "Maize" 1992 28128 608 3906 9.07
"4833" "Bulgaria" "Potatoes" 1992 118262 608 3906 9.07
"4834" "Bulgaria" "Rice, paddy" 1992 32042 608 3906 9.07
"4835" "Bulgaria" "Sorghum" 1992 17965 608 3906 9.07
"4836" "Bulgaria" "Soybeans" 1992 8070 608 3906 9.07
"4837" "Bulgaria" "Wheat" 1992 31071 608 3906 9.07
"4838" "Bulgaria" "Maize" 1993 18609 608 3777.25 9
"4839" "Bulgaria" "Potatoes" 1993 90807 608 3777.25 9
"4840" "Bulgaria" "Rice, paddy" 1993 34761 608 3777.25 9
"4841" "Bulgaria" "Sorghum" 1993 17297 608 3777.25 9
"4842" "Bulgaria" "Soybeans" 1993 6742 608 3777.25 9
"4843" "Bulgaria" "Wheat" 1993 28580 608 3777.25 9
"4844" "Bulgaria" "Maize" 1994 28056 608 3648.5 10.23
"4845" "Bulgaria" "Potatoes" 1994 105070 608 3648.5 10.23
"4846" "Bulgaria" "Rice, paddy" 1994 37195 608 3648.5 10.23
"4847" "Bulgaria" "Sorghum" 1994 17368 608 3648.5 10.23
"4848" "Bulgaria" "Soybeans" 1994 9402 608 3648.5 10.23
"4849" "Bulgaria" "Wheat" 1994 28447 608 3648.5 10.23
"4850" "Bulgaria" "Maize" 1995 38237 608 3519.75 8.69
"4851" "Bulgaria" "Potatoes" 1995 116617 608 3519.75 8.69
"4852" "Bulgaria" "Rice, paddy" 1995 36116 608 3519.75 8.69
"4853" "Bulgaria" "Sorghum" 1995 14583 608 3519.75 8.69
"4854" "Bulgaria" "Soybeans" 1995 9043 608 3519.75 8.69
"4855" "Bulgaria" "Wheat" 1995 29085 608 3519.75 8.69
"4856" "Bulgaria" "Maize" 1996 21810 608 3391 8.44
"4857" "Bulgaria" "Potatoes" 1996 80623 608 3391 8.44
"4858" "Bulgaria" "Rice, paddy" 1996 33891 608 3391 8.44
"4859" "Bulgaria" "Sorghum" 1996 13158 608 3391 8.44
"4860" "Bulgaria" "Soybeans" 1996 5742 608 3391 8.44
"4861" "Bulgaria" "Wheat" 1996 18818 608 3391 8.44
"4862" "Bulgaria" "Maize" 1997 35782 608 3262.25 8.26
"4863" "Bulgaria" "Potatoes" 1997 104537 608 3262.25 8.26
"4864" "Bulgaria" "Rice, paddy" 1997 29871 608 3262.25 8.26
"4865" "Bulgaria" "Sorghum" 1997 25429 608 3262.25 8.26
"4866" "Bulgaria" "Soybeans" 1997 9750 608 3262.25 8.26
"4867" "Bulgaria" "Wheat" 1997 29502 608 3262.25 8.26
"4868" "Bulgaria" "Maize" 1998 27318 608 3133.5 9.16
"4869" "Bulgaria" "Potatoes" 1998 94041 608 3133.5 9.16
"4870" "Bulgaria" "Rice, paddy" 1998 31467 608 3133.5 9.16
"4871" "Bulgaria" "Sorghum" 1998 23235 608 3133.5 9.16
"4872" "Bulgaria" "Soybeans" 1998 5379 608 3133.5 9.16
"4873" "Bulgaria" "Wheat" 1998 28058 608 3133.5 9.16
"4874" "Bulgaria" "Maize" 1999 38239 608 3004.75 9.67
"4875" "Bulgaria" "Potatoes" 1999 108475 608 3004.75 9.67
"4876" "Bulgaria" "Rice, paddy" 1999 49400 608 3004.75 9.67
"4877" "Bulgaria" "Sorghum" 1999 27500 608 3004.75 9.67
"4878" "Bulgaria" "Soybeans" 1999 8333 608 3004.75 9.67
"4879" "Bulgaria" "Wheat" 1999 27352 608 3004.75 9.67
"4880" "Bulgaria" "Maize" 2000 17239 608 2876 9.9
"4881" "Bulgaria" "Potatoes" 2000 75262 608 2876 9.9
"4882" "Bulgaria" "Rice, paddy" 2000 47001 608 2876 9.9
"4883" "Bulgaria" "Sorghum" 2000 20732 608 2876 9.9
"4884" "Bulgaria" "Soybeans" 2000 6667 608 2876 9.9
"4885" "Bulgaria" "Wheat" 2000 28421 608 2876 9.9
"4886" "Bulgaria" "Maize" 2001 24713 608 2747.25 9.55
"4887" "Bulgaria" "Potatoes" 2001 123921 608 2747.25 9.55
"4888" "Bulgaria" "Rice, paddy" 2001 48001 608 2747.25 9.55
"4889" "Bulgaria" "Sorghum" 2001 20698 608 2747.25 9.55
"4890" "Bulgaria" "Soybeans" 2001 10000 608 2747.25 9.55
"4891" "Bulgaria" "Wheat" 2001 30081 608 2747.25 9.55
"4892" "Bulgaria" "Maize" 2002 42364 608 2618.5 9.6
"4893" "Bulgaria" "Potatoes" 2002 120894 608 2618.5 9.6
"4894" "Bulgaria" "Rice, paddy" 2002 43099 608 2618.5 9.6
"4895" "Bulgaria" "Sorghum" 2002 21044 608 2618.5 9.6
"4896" "Bulgaria" "Soybeans" 2002 14299 608 2618.5 9.6
"4897" "Bulgaria" "Wheat" 2002 30123 608 2618.5 9.6
"4898" "Bulgaria" "Maize" 2004 55400 608 2361 9.18
"4899" "Bulgaria" "Potatoes" 2004 186855 608 2361 9.18
"4900" "Bulgaria" "Rice, paddy" 2004 49596 608 2361 9.18
"4901" "Bulgaria" "Sorghum" 2004 20997 608 2361 9.18
"4902" "Bulgaria" "Soybeans" 2004 18768 608 2361 9.18
"4903" "Bulgaria" "Wheat" 2004 38100 608 2361 9.18
"4904" "Bulgaria" "Maize" 2005 53085 608 2232.25 8.58
"4905" "Bulgaria" "Potatoes" 2005 156448 608 2232.25 8.58
"4906" "Bulgaria" "Rice, paddy" 2005 44801 608 2232.25 8.58
"4907" "Bulgaria" "Sorghum" 2005 20400 608 2232.25 8.58
"4908" "Bulgaria" "Soybeans" 2005 22239 608 2232.25 8.58
"4909" "Bulgaria" "Wheat" 2005 31567 608 2232.25 8.58
"4910" "Bulgaria" "Maize" 2006 45328 608 2103.5 9.08
"4911" "Bulgaria" "Potatoes" 2006 157758 608 2103.5 9.08
"4912" "Bulgaria" "Rice, paddy" 2006 44080 608 2103.5 9.08
"4913" "Bulgaria" "Sorghum" 2006 22752 608 2103.5 9.08
"4914" "Bulgaria" "Soybeans" 2006 15568 608 2103.5 9.08
"4915" "Bulgaria" "Wheat" 2006 34026 608 2103.5 9.08
"4916" "Bulgaria" "Maize" 2007 61244 608 1974.75 10.23
"4917" "Bulgaria" "Potatoes" 2007 133197 608 1974.75 10.23
"4918" "Bulgaria" "Rice, paddy" 2007 46447 608 1974.75 10.23
"4919" "Bulgaria" "Sorghum" 2007 11108 608 1974.75 10.23
"4920" "Bulgaria" "Soybeans" 2007 6018 608 1974.75 10.23
"4921" "Bulgaria" "Wheat" 2007 21973 608 1974.75 10.23
"4922" "Bulgaria" "Maize" 2008 41548 608 1846 9.9
"4923" "Bulgaria" "Potatoes" 2008 162618 608 1846 9.9
"4924" "Bulgaria" "Rice, paddy" 2008 49621 608 1846 9.9
"4925" "Bulgaria" "Sorghum" 2008 19316 608 1846 9.9
"4926" "Bulgaria" "Soybeans" 2008 13358 608 1846 9.9
"4927" "Bulgaria" "Wheat" 2008 41674 608 1846 9.9
"4928" "Bulgaria" "Maize" 2009 47071 608 1717.25 9.74
"4929" "Bulgaria" "Potatoes" 2009 165508 608 1717.25 9.74
"4930" "Bulgaria" "Rice, paddy" 2009 52263 608 1717.25 9.74
"4931" "Bulgaria" "Sorghum" 2009 24836 608 1717.25 9.74
"4932" "Bulgaria" "Soybeans" 2009 9662 608 1717.25 9.74
"4933" "Bulgaria" "Wheat" 2009 31873 608 1717.25 9.74
"4934" "Bulgaria" "Maize" 2010 62512 608 1588.5 9.65
"4935" "Bulgaria" "Potatoes" 2010 181967 608 1588.5 9.65
"4936" "Bulgaria" "Rice, paddy" 2010 47952 608 1588.5 9.65
"4937" "Bulgaria" "Sorghum" 2010 24314 608 1588.5 9.65
"4938" "Bulgaria" "Soybeans" 2010 22717 608 1588.5 9.65
"4939" "Bulgaria" "Wheat" 2010 36185 608 1588.5 9.65
"4940" "Bulgaria" "Maize" 2011 55310 608 1459.75 9.17
"4941" "Bulgaria" "Potatoes" 2011 143236 608 1459.75 9.17
"4942" "Bulgaria" "Rice, paddy" 2011 50563 608 1459.75 9.17
"4943" "Bulgaria" "Sorghum" 2011 19536 608 1459.75 9.17
"4944" "Bulgaria" "Soybeans" 2011 11565 608 1459.75 9.17
"4945" "Bulgaria" "Wheat" 2011 39197 608 1459.75 9.17
"4946" "Bulgaria" "Maize" 2012 36800 608 1331 9.99
"4947" "Bulgaria" "Potatoes" 2012 101515 608 1331 9.99
"4948" "Bulgaria" "Rice, paddy" 2012 55605 608 1331 9.99
"4949" "Bulgaria" "Sorghum" 2012 20205 608 1331 9.99
"4950" "Bulgaria" "Soybeans" 2012 7903 608 1331 9.99
"4951" "Bulgaria" "Wheat" 2012 37596 608 1331 9.99
"4952" "Bulgaria" "Maize" 2013 63943 608 1197 11.26
"4953" "Bulgaria" "Potatoes" 2013 146125 608 1197 11.26
"4954" "Bulgaria" "Rice, paddy" 2013 54945 608 1197 11.26
"4955" "Bulgaria" "Sorghum" 2013 26792 608 1197 11.26
"4956" "Bulgaria" "Soybeans" 2013 17976 608 1197 11.26
"4957" "Bulgaria" "Wheat" 2013 41885 608 1197 11.26
"4958" "Burkina Faso" "Cassava" 1990 29600 748 29.1 28.77
"4959" "Burkina Faso" "Maize" 1990 14612 748 29.1 28.77
"4960" "Burkina Faso" "Potatoes" 1990 61985 748 29.1 28.77
"4961" "Burkina Faso" "Rice, paddy" 1990 20783 748 29.1 28.77
"4962" "Burkina Faso" "Sorghum" 1990 5827 748 29.1 28.77
"4963" "Burkina Faso" "Soybeans" 1990 4667 748 29.1 28.77
"4964" "Burkina Faso" "Sweet potatoes" 1990 67598 748 29.1 28.77
"4965" "Burkina Faso" "Yams" 1990 66250 748 29.1 28.77
"4966" "Burkina Faso" "Cassava" 1991 24558 748 29.1 28.4
"4967" "Burkina Faso" "Maize" 1991 16868 748 29.1 28.4
"4968" "Burkina Faso" "Potatoes" 1991 61898 748 29.1 28.4
"4969" "Burkina Faso" "Rice, paddy" 1991 21444 748 29.1 28.4
"4970" "Burkina Faso" "Sorghum" 1991 9092 748 29.1 28.4
"4971" "Burkina Faso" "Soybeans" 1991 5000 748 29.1 28.4
"4972" "Burkina Faso" "Sweet potatoes" 1991 55862 748 29.1 28.4
"4973" "Burkina Faso" "Yams" 1991 60833 748 29.1 28.4
"4974" "Burkina Faso" "Cassava" 1992 21429 748 29.1 28.06
"4975" "Burkina Faso" "Maize" 1992 15238 748 29.1 28.06
"4976" "Burkina Faso" "Potatoes" 1992 60637 748 29.1 28.06
"4977" "Burkina Faso" "Rice, paddy" 1992 18831 748 29.1 28.06
"4978" "Burkina Faso" "Sorghum" 1992 9437 748 29.1 28.06
"4979" "Burkina Faso" "Soybeans" 1992 5882 748 29.1 28.06
"4980" "Burkina Faso" "Sweet potatoes" 1992 56904 748 29.1 28.06
"4981" "Burkina Faso" "Yams" 1992 11475 748 29.1 28.06
"4982" "Burkina Faso" "Cassava" 1993 19455 748 17 28.58
"4983" "Burkina Faso" "Maize" 1993 13722 748 17 28.58
"4984" "Burkina Faso" "Potatoes" 1993 62308 748 17 28.58
"4985" "Burkina Faso" "Rice, paddy" 1993 21630 748 17 28.58
"4986" "Burkina Faso" "Sorghum" 1993 11027 748 17 28.58
"4987" "Burkina Faso" "Soybeans" 1993 14628 748 17 28.58
"4988" "Burkina Faso" "Sweet potatoes" 1993 50965 748 17 28.58
